case_id,line_id,from,to,time,start_time,end_time
16,5,Заполнение анкеты,Заполнение анкеты,222.4737434020646,2024-02-03 21:24:35.613718,2024-02-13 03:53:01.613718
16,6,Заполнение анкеты,Проверка,100.1879457612357,2024-02-13 03:53:01.613718,2024-02-17 08:04:17.613718
16,7,Проверка,Решение о найме,433.9951537586094,2024-02-17 08:04:17.613718,2024-03-06 10:04:00.613718
16,8,Решение о найме,Согласование офера в компании,43.62594160000009,2024-03-06 10:04:00.613718,2024-03-08 05:41:33.613718
16,9,Согласование офера в компании,Готов к оформлению,233.7570803430478,2024-03-08 05:41:33.613718,2024-03-17 23:26:59.613718
16,10,Готов к оформлению,Оформление,24.93331059968197,2024-03-17 23:26:59.613718,2024-03-19 00:22:59.613718
16,11,Оформление,Оформлен,2.862024886794412,2024-03-19 00:22:59.613718,2024-03-19 03:14:42.613718
17,1,Новый,Рассмотрение заказчиком,488.2493763891574,2024-01-01 00:01:59.523090,2024-01-21 08:16:56.523090
17,2,Рассмотрение заказчиком,Планирование интервью,564.9425824010752,2024-01-21 08:16:56.523090,2024-02-13 21:13:30.523090
17,3,Планирование интервью,Отклонен,173.3622546197689,2024-02-13 21:13:30.523090,2024-02-21 02:35:14.523090
18,1,Новый,Рассмотрение заказчиком,29.61335634430063,2024-01-01 00:02:50.495589,2024-01-02 05:39:38.495589
18,2,Рассмотрение заказчиком,Планирование интервью,45.74762210630839,2024-01-02 05:39:38.495589,2024-01-04 03:24:29.495589
18,3,Планирование интервью,Отклонен,309.0673358972236,2024-01-04 03:24:29.495589,2024-01-17 00:28:31.495589
19,1,Новый,Рассмотрение рекрутером,277.3448296709148,2024-01-01 00:04:54.696598,2024-01-12 13:25:35.696598
19,2,Рассмотрение рекрутером,Оценка кандидата,1.510175689828039,2024-01-12 13:25:35.696598,2024-01-12 14:56:12.696598
19,3,Оценка кандидата,Отклонен,71.42638247368679,2024-01-12 14:56:12.696598,2024-01-15 14:21:46.696598
20,1,Новый,Рассмотрение рекрутером,186.7142716335067,2024-01-01 00:05:50.809474,2024-01-08 18:48:41.809474
20,2,Рассмотрение рекрутером,Оценка кандидата,3.062499050183335,2024-01-08 18:48:41.809474,2024-01-08 21:52:26.809474
20,3,Оценка кандидата,Отклонен,704.0394306292395,2024-01-08 21:52:26.809474,2024-02-07 05:54:48.809474
21,1,Новый,Рассмотрение рекрутером,54.8058594190542,2024-01-01 00:05:02.626296,2024-01-03 06:53:23.626296
21,2,Рассмотрение рекрутером,Не выходит на связь,2.014807131123222,2024-01-03 06:53:23.626296,2024-01-03 08:54:16.626296
21,3,Не выходит на связь,Рассмотрение заказчиком,91.8494457277532,2024-01-03 08:54:16.626296,2024-01-07 04:45:14.626296
21,4,Рассмотрение заказчиком,Планирование интервью,346.4832959518861,2024-01-07 04:45:14.626296,2024-01-21 15:14:14.626296
21,5,Планирование интервью,Отклонен,15.32328802003904,2024-01-21 15:14:14.626296,2024-01-22 06:33:38.626296
22,1,Новый,Рассмотрение заказчиком,127.7322840542147,2024-01-01 00:02:24.734208,2024-01-06 07:46:20.734208
22,2,Рассмотрение заказчиком,Оценка кандидата,411.7845165817641,2024-01-06 07:46:20.734208,2024-01-23 11:33:24.734208
22,3,Оценка кандидата,Отклонен,138.4383228247065,2024-01-23 11:33:24.734208,2024-01-29 05:59:42.734208
23,1,Новый,Рассмотрение заказчиком,461.2551668325753,2024-01-01 00:05:45.372943,2024-01-20 05:21:03.372943
23,2,Рассмотрение заказчиком,Оценка кандидата,613.9634234494999,2024-01-20 05:21:03.372943,2024-02-14 19:18:51.372943
23,3,Оценка кандидата,Отклонен,507.270607377505,2024-02-14 19:18:51.372943,2024-03-06 22:35:06.372943
24,1,Новый,Рассмотрение рекрутером,343.1419279628344,2024-01-01 00:05:34.178537,2024-01-15 07:14:04.178537
24,2,Рассмотрение рекрутером,Планирование интервью,2.667019813772409,2024-01-15 07:14:04.178537,2024-01-15 09:54:06.178537
24,3,Планирование интервью,Интервью,182.3007045122137,2024-01-15 09:54:06.178537,2024-01-23 00:12:08.178537
24,4,Интервью,Планирование интервью,1.194150285919139,2024-01-23 00:12:08.178537,2024-01-23 01:23:47.178537
24,5,Планирование интервью,Интервью,446.1168698675519,2024-01-23 01:23:47.178537,2024-02-10 15:30:48.178537
24,6,Интервью,Заполнение анкеты,1.71991383112317,2024-02-10 15:30:48.178537,2024-02-10 17:14:00.178537
24,7,Заполнение анкеты,Проверка,285.2119449759721,2024-02-10 17:14:00.178537,2024-02-22 14:26:43.178537
24,8,Проверка,Решение о найме,202.8443192171091,2024-02-22 14:26:43.178537,2024-03-02 01:17:22.178537
24,9,Решение о найме,Согласование офера в компании,129.5987019443656,2024-03-02 01:17:22.178537,2024-03-07 10:53:17.178537
24,10,Согласование офера в компании,Готов к оформлению,280.2811217774251,2024-03-07 10:53:17.178537,2024-03-19 03:10:10.178537
24,11,Готов к оформлению,Оформление,71.31582204288547,2024-03-19 03:10:10.178537,2024-03-22 02:29:06.178537
24,12,Оформление,Оформлен,7.183636177975882,2024-03-22 02:29:06.178537,2024-03-22 09:40:08.178537
25,1,Новый,Рассмотрение рекрутером,285.219956466527,2024-01-01 00:04:38.907167,2024-01-12 21:17:49.907167
25,2,Рассмотрение рекрутером,Самоотказ,2.025518183972817,2024-01-12 21:17:49.907167,2024-01-12 23:19:21.907167
25,3,Самоотказ,Отклонен,91.0513837270818,2024-01-12 23:19:21.907167,2024-01-16 18:22:26.907167
26,1,Новый,Рассмотрение заказчиком,363.6435834752188,2024-01-01 00:05:34.759392,2024-01-16 03:44:10.759392
26,2,Рассмотрение заказчиком,Интервью,385.274763870735,2024-01-16 03:44:10.759392,2024-02-01 05:00:40.759392
26,3,Интервью,Заполнение анкеты,0.6697754743665112,2024-02-01 05:00:40.759392,2024-02-01 05:40:51.759392
26,4,Заполнение анкеты,Заполнение анкеты,68.29646949040804,2024-02-01 05:40:51.759392,2024-02-04 01:58:38.759392
26,5,Заполнение анкеты,Проверка,8.454555434870613,2024-02-04 01:58:38.759392,2024-02-04 10:25:54.759392
26,6,Проверка,Решение о найме,678.2686369557805,2024-02-04 10:25:54.759392,2024-03-03 16:42:02.759392
26,7,Решение о найме,Согласование офера в компании,76.5033484361482,2024-03-03 16:42:02.759392,2024-03-06 21:12:14.759392
26,8,Согласование офера в компании,Готов к оформлению,302.0613287375578,2024-03-06 21:12:14.759392,2024-03-19 11:15:54.759392
26,9,Готов к оформлению,Оформление,129.9916683242966,2024-03-19 11:15:54.759392,2024-03-24 21:15:24.759392
26,10,Оформление,Оформлен,4.844525110805276,2024-03-24 21:15:24.759392,2024-03-25 02:06:05.759392
27,1,Новый,Рассмотрение заказчиком,315.6953308556862,2024-01-01 00:05:54.428269,2024-01-14 03:47:37.428269
27,2,Рассмотрение заказчиком,Отклонен,143.4888111442782,2024-01-14 03:47:37.428269,2024-01-20 03:16:56.428269
28,1,Новый,Рассмотрение рекрутером,25.29395804159842,2024-01-01 00:04:10.228617,2024-01-02 01:21:48.228617
28,2,Рассмотрение рекрутером,Отклонен,2.214033110843801,2024-01-02 01:21:48.228617,2024-01-02 03:34:38.228617
29,1,Новый,Рассмотрение заказчиком,327.3032749620556,2024-01-01 00:02:09.026322,2024-01-14 15:20:20.026322
29,2,Рассмотрение заказчиком,Оценка кандидата,23.53665226265952,2024-01-14 15:20:20.026322,2024-01-15 14:52:32.026322
29,3,Оценка кандидата,Отклонен,353.3299689577513,2024-01-15 14:52:32.026322,2024-01-30 08:12:20.026322
30,1,Новый,Рассмотрение рекрутером,159.3729473236969,2024-01-01 00:00:42.411724,2024-01-07 15:23:04.411724
30,2,Рассмотрение рекрутером,Готов к переводу,2.945765515887383,2024-01-07 15:23:04.411724,2024-01-07 18:19:49.411724
30,3,Готов к переводу,Отклонен,225.3848625944902,2024-01-07 18:19:49.411724,2024-01-17 03:42:54.411724
31,1,Новый,Рассмотрение рекрутером,346.3788142374962,2024-01-01 00:02:35.457264,2024-01-15 10:25:18.457264
31,2,Рассмотрение рекрутером,Не выходит на связь,1.973172041743876,2024-01-15 10:25:18.457264,2024-01-15 12:23:42.457264
31,3,Не выходит на связь,Отклонен,294.5215714585441,2024-01-15 12:23:42.457264,2024-01-27 18:54:59.457264
32,1,Новый,Рассмотрение заказчиком,182.9210159845184,2024-01-01 00:04:12.848341,2024-01-08 14:59:27.848341
32,2,Рассмотрение заказчиком,Оценка кандидата,393.6160352414312,2024-01-08 14:59:27.848341,2024-01-25 00:36:25.848341
32,3,Оценка кандидата,Отклонен,687.7048702015152,2024-01-25 00:36:25.848341,2024-02-22 16:18:42.848341
33,1,Новый,Рассмотрение заказчиком,691.9263315699757,2024-01-01 00:03:33.092763,2024-01-29 19:59:07.092763
33,2,Рассмотрение заказчиком,Интервью,106.7823755078697,2024-01-29 19:59:07.092763,2024-02-03 06:46:04.092763
33,3,Интервью,Интервью,1.084862394710658,2024-02-03 06:46:04.092763,2024-02-03 07:51:09.092763
33,4,Интервью,Интервью,0.9116980349251252,2024-02-03 07:51:09.092763,2024-02-03 08:45:51.092763
33,5,Интервью,Планирование интервью,1.125376363899996,2024-02-03 08:45:51.092763,2024-02-03 09:53:23.092763
33,6,Планирование интервью,Интервью,422.0767644633729,2024-02-03 09:53:23.092763,2024-02-20 23:57:59.092763
33,7,Интервью,Интервью,0.5334416763980934,2024-02-20 23:57:59.092763,2024-02-21 00:30:00.092763
33,8,Интервью,Интервью,0.9361219812249716,2024-02-21 00:30:00.092763,2024-02-21 01:26:10.092763
33,9,Интервью,Интервью,1.634179952957663,2024-02-21 01:26:10.092763,2024-02-21 03:04:13.092763
33,10,Интервью,Интервью,0.9695117709278004,2024-02-21 03:04:13.092763,2024-02-21 04:02:23.092763
33,11,Интервью,Планирование интервью,1.563950395723527,2024-02-21 04:02:23.092763,2024-02-21 05:36:13.092763
33,12,Планирование интервью,Отклонен,336.0069781234782,2024-02-21 05:36:13.092763,2024-03-06 05:36:38.092763
34,1,Новый,Рассмотрение заказчиком,358.2157738537506,2024-01-01 00:02:02.411680,2024-01-15 22:14:58.411680
34,2,Рассмотрение заказчиком,Оценка кандидата,90.2934048235152,2024-01-15 22:14:58.411680,2024-01-19 16:32:35.411680
34,3,Оценка кандидата,Отклонен,153.16980479519,2024-01-19 16:32:35.411680,2024-01-26 01:42:46.411680
35,1,Новый,Рассмотрение рекрутером,603.4455434589239,2024-01-01 00:00:38.687293,2024-01-26 03:27:21.687293
35,2,Рассмотрение рекрутером,Планирование интервью,3.925969135857352,2024-01-26 03:27:21.687293,2024-01-26 07:22:55.687293
35,3,Планирование интервью,Интервью,430.2141151842093,2024-01-26 07:22:55.687293,2024-02-13 05:35:46.687293
35,4,Интервью,Интервью,1.159594673613779,2024-02-13 05:35:46.687293,2024-02-13 06:45:20.687293
35,5,Интервью,Планирование интервью,1.435064833767351,2024-02-13 06:45:20.687293,2024-02-13 08:11:27.687293
35,6,Планирование интервью,Интервью,272.0063497038786,2024-02-13 08:11:27.687293,2024-02-24 16:11:49.687293
35,7,Интервью,Заполнение анкеты,1.971299358247713,2024-02-24 16:11:49.687293,2024-02-24 18:10:06.687293
35,8,Заполнение анкеты,Заполнение анкеты,80.6948960338263,2024-02-24 18:10:06.687293,2024-02-28 02:51:48.687293
35,9,Заполнение анкеты,Заполнение анкеты,95.66925387911516,2024-02-28 02:51:48.687293,2024-03-03 02:31:57.687293
35,10,Заполнение анкеты,Проверка,299.0661407765925,2024-03-03 02:31:57.687293,2024-03-15 13:35:55.687293
35,11,Проверка,Решение о найме,149.7895333998272,2024-03-15 13:35:55.687293,2024-03-21 19:23:17.687293
35,12,Решение о найме,Согласование офера в компании,131.7068390669627,2024-03-21 19:23:17.687293,2024-03-27 07:05:42.687293
35,13,Согласование офера в компании,Готов к оформлению,270.2008868025311,2024-03-27 07:05:42.687293,2024-04-07 13:17:45.687293
35,14,Готов к оформлению,Оформление,20.16478601960644,2024-04-07 13:17:45.687293,2024-04-08 09:27:38.687293
35,15,Оформление,Оформлен,3.668872563296339,2024-04-08 09:27:38.687293,2024-04-08 13:07:46.687293
36,1,Новый,Рассмотрение рекрутером,255.1917256717986,2024-01-01 00:05:48.542975,2024-01-11 15:17:18.542975
36,2,Рассмотрение рекрутером,Готов к переводу,2.560261218861153,2024-01-11 15:17:18.542975,2024-01-11 17:50:55.542975
36,3,Готов к переводу,Отклонен,237.6941137451057,2024-01-11 17:50:55.542975,2024-01-21 15:32:33.542975
37,1,Новый,Рассмотрение рекрутером,32.05818782074268,2024-01-01 00:01:58.070589,2024-01-02 08:05:27.070589
37,2,Рассмотрение рекрутером,Рассмотрение заказчиком,2.773510685599686,2024-01-02 08:05:27.070589,2024-01-02 10:51:52.070589
37,3,Рассмотрение заказчиком,Планирование интервью,326.6018245454132,2024-01-02 10:51:52.070589,2024-01-16 01:27:58.070589
37,4,Планирование интервью,Отклонен,451.4383036835477,2024-01-16 01:27:58.070589,2024-02-03 20:54:16.070589
38,1,Новый,Рассмотрение заказчиком,491.1311779449336,2024-01-01 00:02:21.759794,2024-01-21 11:10:13.759794
38,2,Рассмотрение заказчиком,Планирование интервью,23.57263106566248,2024-01-21 11:10:13.759794,2024-01-22 10:44:34.759794
38,3,Планирование интервью,Интервью,28.52141599733562,2024-01-22 10:44:34.759794,2024-01-23 15:15:51.759794
38,4,Интервью,Интервью,1.618062459871015,2024-01-23 15:15:51.759794,2024-01-23 16:52:56.759794
38,5,Интервью,Интервью,0.9598370425903892,2024-01-23 16:52:56.759794,2024-01-23 17:50:32.759794
38,6,Интервью,Интервью,0.8570586706460297,2024-01-23 17:50:32.759794,2024-01-23 18:41:57.759794
38,7,Интервью,Интервью,1.504510197941419,2024-01-23 18:41:57.759794,2024-01-23 20:12:13.759794
38,8,Интервью,Заполнение анкеты,0.5251724989336075,2024-01-23 20:12:13.759794,2024-01-23 20:43:44.759794
38,9,Заполнение анкеты,Заполнение анкеты,203.2237079226017,2024-01-23 20:43:44.759794,2024-02-01 07:57:09.759794
38,10,Заполнение анкеты,Заполнение анкеты,319.5447084325425,2024-02-01 07:57:09.759794,2024-02-14 15:29:50.759794
38,11,Заполнение анкеты,Проверка,318.9591501015246,2024-02-14 15:29:50.759794,2024-02-27 22:27:23.759794
38,12,Проверка,Решение о найме,678.7452143357071,2024-02-27 22:27:23.759794,2024-03-27 05:12:06.759794
38,13,Решение о найме,Согласование офера в компании,55.28458181490337,2024-03-27 05:12:06.759794,2024-03-29 12:29:11.759794
38,14,Согласование офера в компании,Готов к оформлению,97.0317390795248,2024-03-29 12:29:11.759794,2024-04-02 13:31:05.759794
38,15,Готов к оформлению,Оформление,128.7115562041856,2024-04-02 13:31:05.759794,2024-04-07 22:13:46.759794
38,16,Оформление,Оформлен,7.660919042524593,2024-04-07 22:13:46.759794,2024-04-08 05:53:26.759794
39,1,Новый,Рассмотрение заказчиком,102.9125124963181,2024-01-01 00:03:39.664241,2024-01-05 06:58:24.664241
39,2,Рассмотрение заказчиком,Оценка кандидата,61.22493534467092,2024-01-05 06:58:24.664241,2024-01-07 20:11:53.664241
39,3,Оценка кандидата,Отклонен,665.1795796976813,2024-01-07 20:11:53.664241,2024-02-04 13:22:40.664241
40,1,Новый,Рассмотрение рекрутером,444.2334799640887,2024-01-01 00:04:52.408413,2024-01-19 12:18:52.408413
40,2,Рассмотрение рекрутером,Самоотказ,3.506716772850033,2024-01-19 12:18:52.408413,2024-01-19 15:49:16.408413
40,3,Самоотказ,Отклонен,1.111388160586329,2024-01-19 15:49:16.408413,2024-01-19 16:55:57.408413
41,1,Новый,Рассмотрение заказчиком,542.5718468978073,2024-01-01 00:02:20.334514,2024-01-23 14:36:38.334514
41,2,Рассмотрение заказчиком,Интервью,620.0997237879387,2024-01-23 14:36:38.334514,2024-02-18 10:42:37.334514
41,3,Интервью,Интервью,1.369962885662228,2024-02-18 10:42:37.334514,2024-02-18 12:04:49.334514
41,4,Интервью,Планирование интервью,0.7861625791340907,2024-02-18 12:04:49.334514,2024-02-18 12:51:59.334514
41,5,Планирование интервью,Интервью,393.3775947534915,2024-02-18 12:51:59.334514,2024-03-05 22:14:39.334514
41,6,Интервью,Заполнение анкеты,1.166333107834489,2024-03-05 22:14:39.334514,2024-03-05 23:24:37.334514
41,7,Заполнение анкеты,Заполнение анкеты,108.9427538777243,2024-03-05 23:24:37.334514,2024-03-10 12:21:11.334514
41,8,Заполнение анкеты,Проверка,141.4181748837601,2024-03-10 12:21:11.334514,2024-03-16 09:46:17.334514
41,9,Проверка,Решение о найме,427.5374119248528,2024-03-16 09:46:17.334514,2024-04-03 05:18:31.334514
41,10,Решение о найме,Согласование офера в компании,77.5367156181658,2024-04-03 05:18:31.334514,2024-04-06 10:50:44.334514
41,11,Согласование офера в компании,Готов к оформлению,320.1645168082901,2024-04-06 10:50:44.334514,2024-04-19 19:00:36.334514
41,12,Готов к оформлению,Оформление,47.1210733513415,2024-04-19 19:00:36.334514,2024-04-21 18:07:52.334514
41,13,Оформление,Оформлен,1.029482563996298,2024-04-21 18:07:52.334514,2024-04-21 19:09:38.334514
42,1,Новый,Рассмотрение рекрутером,271.114954252079,2024-01-01 00:05:43.039432,2024-01-12 07:12:36.039432
42,2,Рассмотрение рекрутером,Резерв,1.259021606605538,2024-01-12 07:12:36.039432,2024-01-12 08:28:09.039432
42,3,Резерв,Самоотказ,2625.929924528862,2024-01-12 08:28:09.039432,2024-04-30 18:23:57.039432
42,4,Самоотказ,Отклонен,213.5037717505621,2024-04-30 18:23:57.039432,2024-05-09 15:54:10.039432
43,1,Новый,Рассмотрение рекрутером,533.5134266195893,2024-01-01 00:05:37.990392,2024-01-23 05:36:25.990392
43,2,Рассмотрение рекрутером,Готов к переводу,1.036516870921992,2024-01-23 05:36:25.990392,2024-01-23 06:38:36.990392
43,3,Готов к переводу,Отклонен,84.36808539225075,2024-01-23 06:38:36.990392,2024-01-26 19:00:41.990392
44,1,Новый,Рассмотрение заказчиком,361.0670868390729,2024-01-01 00:04:48.191776,2024-01-16 01:08:49.191776
44,2,Рассмотрение заказчиком,Интервью,554.1968426393835,2024-01-16 01:08:49.191776,2024-02-08 03:20:38.191776
44,3,Интервью,Заполнение анкеты,0.7505998298448873,2024-02-08 03:20:38.191776,2024-02-08 04:05:40.191776
44,4,Заполнение анкеты,Проверка,94.22373167648053,2024-02-08 04:05:40.191776,2024-02-12 02:19:05.191776
44,5,Проверка,Решение о найме,474.6350820719641,2024-02-12 02:19:05.191776,2024-03-02 20:57:12.191776
44,6,Решение о найме,Согласование офера в компании,34.81654337571555,2024-03-02 20:57:12.191776,2024-03-04 07:46:11.191776
44,7,Согласование офера в компании,Готов к оформлению,317.4370529867598,2024-03-04 07:46:11.191776,2024-03-17 13:12:24.191776
44,8,Готов к оформлению,Оформление,22.69208154856698,2024-03-17 13:12:24.191776,2024-03-18 11:53:56.191776
44,9,Оформление,Оформлен,2.740804480766368,2024-03-18 11:53:56.191776,2024-03-18 14:38:23.191776
45,1,Новый,Рассмотрение заказчиком,682.617944929032,2024-01-01 00:04:32.896619,2024-01-29 10:41:36.896619
45,2,Рассмотрение заказчиком,Интервью,684.5094841604282,2024-01-29 10:41:36.896619,2024-02-26 23:12:10.896619
45,3,Интервью,Заполнение анкеты,1.931805810988063,2024-02-26 23:12:10.896619,2024-02-27 01:08:05.896619
45,4,Заполнение анкеты,Заполнение анкеты,203.7510687974398,2024-02-27 01:08:05.896619,2024-03-06 12:53:09.896619
45,5,Заполнение анкеты,Заполнение анкеты,44.55934214458404,2024-03-06 12:53:09.896619,2024-03-08 09:26:42.896619
45,6,Заполнение анкеты,Заполнение анкеты,167.315057200305,2024-03-08 09:26:42.896619,2024-03-15 08:45:36.896619
45,7,Заполнение анкеты,Проверка,63.0252261712305,2024-03-15 08:45:36.896619,2024-03-17 23:47:07.896619
45,8,Проверка,Решение о найме,613.8313353600888,2024-03-17 23:47:07.896619,2024-04-12 13:37:00.896619
45,9,Решение о найме,Согласование офера в компании,71.5368879572697,2024-04-12 13:37:00.896619,2024-04-15 13:09:13.896619
45,10,Согласование офера в компании,Готов к оформлению,235.3927133568664,2024-04-15 13:09:13.896619,2024-04-25 08:32:47.896619
45,11,Готов к оформлению,Оформление,63.98662152406393,2024-04-25 08:32:47.896619,2024-04-28 00:31:58.896619
